seed_id,paper_id,domain_group,subdomain,clinical_phase,scenario_relevance,short_label,target_title,full_title,authors,authors_vancouver,year,journal,volume,issue,pages,doi,pmid,pmcid,publisher_url,pdf_url,guideline_body,publication_type,source_of_truth,validation_status,access_status,abstract_text,pdf_local_path,landing_page_local_path,pmc_xml_local_path,abstract_local_path,acquisition_result,index_case_fit,priority_rank_1_to_50,must_know_tier,notes
C27,c27,lv_dysfunction,ischemic_cardiomyopathy,longitudinal,direct,STICH,Coronary-Artery Bypass Surgery in Patients with Left Ventricular Dysfunction,Norwood procedure with left coronary artery reimplantation for hypoplastic left heart syndrome combined with Anomalous left coronary artery from the right pulmonary artery: a case report.,"['Neravetla S', 'Thourani V']","Neravetla S, Thourani V.",2026,General thoracic and cardiovascular surgery cases,5,1,655-659,10.1016/j.jtcvs.2010.10.031,41872899,PMC13023204,https://linkinghub.elsevier.com/retrieve/pii/S002252231001247X,,,RCT,doi_landing,unresolved_partial,abstract-only,"Anomalous origin of the left coronary artery from the pulmonary artery is a rare congenital heart defect associated with high mortality during infancy if not surgically corrected. Its occurrence combined with hypoplastic left heart syndrome is highly uncommon, presenting considerable diagnostic and technical challenges. Identifying such an anomaly before surgery can be challenging, particularly in patients with complex cardiac anatomy. Intraoperative recognition requires immediate adjustments of the surgical approach, especially regarding myocardial protection and coronary artery reconstruction.
A female infant was delivered at 39 weeks of gestation with a birth weight of 3038 g. She was prenatally diagnosed with a variant of hypoplastic left heart syndrome, which was characterized by mitral and aortic stenosis, double-outlet right ventricle, and moderate tricuspid regurgitation. At birth, she underwent bilateral pulmonary artery banding to manage heart failure symptoms. Preoperative imaging did not provide sufficient visualization of the coronary arteries. At 15 days of age, she underwent the Norwood procedure with right ventricle-to-pulmonary artery shunt and tricuspid valve repair. During surgery, it was observed that the left coronary artery originated from the right pulmonary artery. To maintain coronary perfusion, a cannula was inserted into the main pulmonary artery, connecting it to a cardiopulmonary bypass circuit. Subsequently, the left coronary artery was reimplanted into the neoaorta to preserve alignment and minimize tension. The postoperative course included extracorporeal membrane oxygenation for 3 days because of right ventricular dysfunction, with sternal closure on postoperative day 13. At 7 months, she underwent a bidirectional cavopulmonary shunt. At 2 years of age, she continues to be monitored on heart failure medication and exhibits a stable clinical status.
In patients with complex congenital heart disease, a thorough assessment of the coronary artery anatomy is essential for surgical planning. In cases of unfeasible preoperative diagnosis, prompt intraoperative management must ensure myocardial protection and long-term coronary artery function. This case demonstrates that careful intraoperative decision-making can lead to successful outcomes, even in cases of unexpected anatomical findings.
The online version contains supplementary material available at 10.1186/s44215-026-00252-7.",,raw\landing_pages\c27.html,,raw\abstracts\c27.txt,abstract_saved_no_legal_pdf,very_high,27,advanced_core,Low title similarity to seed (0.27); manual review required.
C28,c28,lv_dysfunction,ischemic_cardiomyopathy,longitudinal,direct,STICHES,Surgical Treatment for Ischemic Heart Failure Extension Study,Coronary-Artery Bypass Surgery in Patients with Ischemic Cardiomyopathy,['Slomski A'],Slomski A.,2016,New England Journal of Medicine,374,16,1511-1520,10.1056/nejmoa1602001,27040723,PMC13038397,https://doi.org/10.1056/NEJMoa1602001,,,follow-up,pubmed,validated_primary,paywalled,,,raw\landing_pages\c28.html,,,not_downloaded_legal_restriction,very_high,28,advanced_core,
C29,c29,lv_dysfunction,ischemic_cardiomyopathy,longitudinal,high,STICH age,Ten-year outcomes after coronary artery bypass grafting according to age in patients with heart failure and left ventricular systolic dysfunction,Ten-Year Outcomes After Coronary Artery Bypass Grafting According to Age in Patients With Heart Failure and Left Ventricular Systolic Dysfunction: An Analysis of the Extended Follow-Up of the STICH Trial (Surgical Treatment for Ischemic Heart Failure).,['Aronow W'],Aronow W.,2016,Circulation,134,18,1314-1324,10.1161/circulationaha.116.024800,27573034,PMC4741386,https://doi.org/10.3410/f.725922934.793511258,,,substudy,pubmed,validated_primary,abstract-only,"Advancing age is associated with a greater prevalence of coronary artery disease in heart failure with reduced ejection fraction and with a higher risk of complications after coronary artery bypass grafting (CABG). Whether the efficacy of CABG compared with medical therapy (MED) in patients with heart failure caused by ischemic cardiomyopathy is the same in patients of different ages is unknown.
A total of 1212 patients (median follow-up, 9.8 years) with ejection fraction ≤35% and coronary disease amenable to CABG were randomized to CABG or MED in the STICH trial (Surgical Treatment for Ischemic Heart Failure).
Mean age at trial entry was 60 years; 12% were women; 36% were nonwhite; and the baseline ejection fraction was 28%. For the present analyses, patients were categorized by age quartiles: quartile 1, ≤54 years; quartile, 2 >54 and ≤60 years; quartile 3, >60 and ≤67 years; and quartile 4, >67 years. Older versus younger patients had more comorbidities. All-cause mortality was higher in older compared with younger patients assigned to MED (79% versus 60% for quartiles 4 and 1, respectively; log-rank P=0.005) and CABG (68% versus 48% for quartiles 4 and 1, respectively; log-rank P<0.001). In contrast, cardiovascular mortality was not statistically significantly different across the spectrum of age in the MED group (53% versus 49% for quartiles 4 and 1, respectively; log-rank P=0.388) or CABG group (39% versus 35% for quartiles 4 and 1, respectively; log-rank P=0.103). Cardiovascular deaths accounted for a greater proportion of deaths in the youngest versus oldest quartile (79% versus 62%). The effect of CABG versus MED on all-cause mortality tended to diminish with increasing age (Pinteraction=0.062), whereas the benefit of CABG on cardiovascular mortality was consistent over all ages (Pinteraction=0.307). There was a greater reduction in all-cause mortality or cardiovascular hospitalization with CABG versus MED in younger compared with older patients (Pinteraction=0.004). In the CABG group, cardiopulmonary bypass time or days in intensive care did not differ for older versus younger patients.
CABG added to MED has a more substantial benefit on all-cause mortality and the combination of all-cause mortality and cardiovascular hospitalization in younger compared with older patients. CABG added to MED has a consistent beneficial effect on cardiovascular mortality regardless of age.
URL: http://www.clinicaltrials.gov. Unique identifier: NCT00023595.",,raw\landing_pages\c29.html,,raw\abstracts\c29.txt,abstract_saved_no_legal_pdf,high,29,advanced_core,
C30,c30,lv_dysfunction,ischemic_cardiomyopathy,longitudinal,high,STICH hospitalization,CABG reduces postdischarge death and hospitalization in patients with ischemic cardiomyopathy,CABG Improves Outcomes in Patients With Ischemic Cardiomyopathy: 10-Year Follow-Up of the STICH Trial.,['Bates ER'],Bates ER.,2019,JACC. Heart failure,7,10,878-887,10.1016/j.jchf.2019.04.018,31521682,PMC3829618,https://linkinghub.elsevier.com/retrieve/pii/S2213177919303336,,,substudy,doi_landing,unresolved_partial,abstract-only,"The authors investigated the impact of coronary artery bypass grafting (CABG) on first and recurrent hospitalization in this population.
In the STICH (Surgical Treatment for Ischemic Heart Failure) trial, CABG reduced all-cause death and hospitalization in patients with and ischemic cardiomyopathy and left ventricular ejection fraction <35%.
A total of 1,212 patients were randomized (610 to CABG + optimal medical therapy [CABG] and 602 to optimal medical therapy alone [MED] alone) and followed for a median of 9.8 years. All-cause and cause-specific hospitalizations were analyzed as time-to-first-event and as recurrent event analysis.
Of the 1,212 patients, 757 died (62.4%) and 732 (60.4%) were hospitalized at least once, for a total of 2,549 total all-cause hospitalizations. Most hospitalizations (66.2%) were for cardiovascular causes, of which approximately one-half (907 or 52.9%) were for heart failure. More than 70% of all hospitalizations (1,817 or 71.3%) were recurrent events. The CABG group experienced fewer all-cause hospitalizations in the time-to-first-event (349 CABG vs. 383 MED, adjusted hazard ratio [HR]: 0.85; 95% confidence interval [CI]: 0.74 to 0.98; p = 0.03) and in recurrent event analyses (1,199 CABG vs. 1,350 MED, HR: 0.78, 95% CI: 0.65 to 0.94; p < 0.001). This was driven by fewer total cardiovascular (CV) hospitalizations (744 vs. 968; p < 0.001, adjusted HR: 0.66, 95% CI: 0.55 to 0.81; p = 0.001), the majority of which were due to HF (395 vs. 512; p < 0.001, adjusted HR: 0.68, 95% CI: 0.52-0.89; p = 0.005). We did not observe a difference in non-CV events.
CABG reduces all-cause, CV, and HF hospitalizations in time-to-first-event and recurrent event analyses. (Comparison of Surgical and Medical Treatment for Congestive Heart Failure and Coronary Artery Disease [STICH]; NCT00023595).",,raw\landing_pages\c30.html,,raw\abstracts\c30.txt,abstract_saved_no_legal_pdf,high,30,advanced_core,Low title similarity to seed (0.44); manual review required.
C31,c31,lv_dysfunction,viability,preop,high,STICH viability,Myocardial viability and survival in ischemic left ventricular dysfunction,Impact of Myocardial Hibernation and Scar on Benefits From CABG in Ischemic Left Ventricular Dysfunction.,"['Bonow RO', 'Maurer G', 'Lee KL', 'Holly TA', 'Binkley PF', 'Desvigne-Nickens P', 'Drozdz J', 'Farsky PS']","Bonow RO, Maurer G, Lee KL, Holly TA, Binkley PF, Desvigne-Nickens P, et al.",2025,The Annals of thoracic surgery,119,5,1001-1010,10.1016/j.athoracsur.2025.01.011,39894429,PMC3290901,https://linkinghub.elsevier.com/retrieve/pii/S0003497525000785,,,substudy,doi_landing,unresolved_partial,abstract-only,"The significance of evaluating myocardial viability in making decisions regarding coronary artery bypass grafting (CABG) for patients with ischemic left ventricular dysfunction (ILVD) remains controversial. This study aimed to examine the impact of integrated assessment of hibernating myocardium and scars on the survival benefit associated with CABG in patients with ILVD.
Consecutive patients with ILVD who underwent fluorine-18 fluorodeoxyglucose positron emission tomography and cardiac magnetic resonance imaging with late gadolinium enhancement viability testing from January 2015 and April 2018 were retrospectively enrolled. The primary end point was all-cause death. The secondary end point was a composite of cardiovascular death, cardiovascular hospitalization, heart transplantation, revascularization, insertion of an implantable cardioverter-defibrillator, or nonfatal stroke. Cox models calculated hazard ratios (HRs) and CIs for CABG vs medical therapy alone for subgroups with different levels of hibernation and scars.
During a median follow-up of 71.5 months in 507 patients, 98 patients reached the primary end point and 194 reached the secondary end point. After adjustment, CABG was associated with lower risks of all-cause mortality (HR, 0.249; 95% CI, 0.154-0.428; P<.001) and lower incidences of secondary outcomes (HR, 0.457; 95% CI, 0.318-0.658; P<.001) compared with medical treatment alone in the population. Across all 4 subgroups classified by the optimal cutoff value (10% hibernation and 26% scar), CABG was associated with favorable outcomes regardless of the hibernation and scar level.
The extent and severity of hibernating myocardium and scars appear not to influence the effects of CABG in patients with ILVD.",,raw\landing_pages\c31.html,,raw\abstracts\c31.txt,abstract_saved_no_legal_pdf,high,31,advanced_core,Low title similarity to seed (0.58); manual review required.
C32,c32,lv_dysfunction,viability,preop,medium,STICHES viability,Myocardial viability and long-term outcomes in ischemic cardiomyopathy,Myocardial Revascularization in Patients With Ischemic Cardiomyopathy: For Whom and How.,"['Prunea DM', 'Homorodean C', 'Olinic M', 'Achim A', 'Olinic DM.']","Prunea DM, Homorodean C, Olinic M, Achim A, Olinic DM..",2023,Journal of the American Heart Association,12,6,e026943,10.1016/s0140-6736(13)60108-7,36892041,PMC6309904,https://linkinghub.elsevier.com/retrieve/pii/S0140673613601087,,,substudy,doi_landing,unresolved_partial,abstract-only,"Background Myocardial revascularization has been advocated to improve myocardial function and prognosis in ischemic cardiomyopathy (ICM). We discuss the evidence for revascularization in patients with ICM and the role of ischemia and viability detection in guiding treatment. Methods and Results We searched for randomized controlled trials evaluating the prognostic impact of revascularization in ICM and the value of viability imaging for patient management. Out of 1397 publications, 4 randomized controlled trials were included, enrolling 2480 patients. Three trials (HEART [Heart Failure Revascularisation Trial], STICH [Surgical Treatment for Ischemic Heart Failure], and REVIVED [REVascularization for Ischemic VEntricular Dysfunction]-BCIS2) randomized patients to revascularization or optimal medical therapy. HEART was stopped prematurely without showing any significant difference between treatment strategies. STICH showed a 16% lower mortality with bypass surgery compared with optimal medical therapy at a median follow-up of 9.8 years. However, neither the presence/extent of left ventricle viability nor ischemia interacted with treatment outcomes. REVIVED-BCIS2 showed no difference in the primary end point between percutaneous revascularization or optimal medical therapy. PARR-2 (Positron Emission Tomography and Recovery Following Revascularization) randomized patients to imaging-guided revascularization versus standard care, with neutral results overall. Information regarding the consistency of patient management with viability testing results was available in ≈65% of patients (n=1623). No difference in survival was revealed according to adherence or no adherence to viability imaging. Conclusions In ICM, the largest randomized controlled trial, STICH, suggests that surgical revascularization improves patients' prognosis at long-term follow-up, whereas evidence supports no benefit of percutaneous coronary intervention. Data from randomized controlled trials do not support myocardial ischemia or viability testing for treatment guidance. We propose an algorithm for the workup of patients with ICM considering clinical presentation, imaging results, and surgical risk.",,raw\landing_pages\c32.html,,raw\abstracts\c32.txt,abstract_saved_no_legal_pdf,moderate,32,advanced_core,Low title similarity to seed (0.50); manual review required.
C33,c33,lv_dysfunction,mode_of_death,longitudinal,medium,STICH mode of death,Mode of Death in Patients With Ischemic Heart Failure and the Effect of Coronary Artery Bypass Grafting,The STICH trial (Surgical Treatment for Ischemic Heart Failure): mode-of-death results.,"['Kilic A', 'Raman J', 'Whitson BA']","Kilic A, Raman J, Whitson BA.",2013,JACC. Heart failure,1,5,400-8,10.1016/j.jchf.2013.04.012,24621972,PMC1120143,https://linkinghub.elsevier.com/retrieve/pii/S2213177913002552,,,substudy,doi_landing,unresolved_partial,abstract-only,"This study sought to assess the effect of the addition of coronary artery bypass grafting (CABG) to medical therapy on mode of death in heart failure.
Although CABG therapy is widely used in ischemic cardiomyopathy patients, there are no prospective clinical trial data on mode of death.
The STICH (Surgical Treatment for Ischemic Heart Failure ) trial compared the strategy of CABG plus medical therapy to medical therapy alone in 1,212 ischemic cardiomyopathy patients with reduced ejection fraction. A clinical events committee adjudicated deaths using pre-specified definitions for mode of death.
In the STICH trial, there were 462 deaths over a median follow-up of 56 months. The addition of CABG therapy tended to reduce cardiovascular deaths (hazard ratio [HR]: 0.83; 95% confidence interval [CI]: 0.68 to 1.03; p = 0.09) and significantly reduced the most common modes of death: sudden death (HR: 0.73; 95% CI: 0.54 to 0.99; p = 0.041) and fatal pump failure events (HR: 0.64; 95% CI: 0.41 to 1.00; p = 0.05). Time-dependent estimates indicate that the protective effect of CABG principally occurred after 24 months in both categories. Deaths post-cardiovascular procedures were increased in CABG patients (HR: 3.11; 95% CI: 1.47 to 6.60), but fatal myocardial infarction deaths were lower (HR: 0.07; 95% CI: 0.01 to 0.57). Noncardiovascular deaths were infrequent and did not differ between groups.
In the STICH trial, the addition of CABG to medical therapy reduced the most common modes of death: sudden death and fatal pump failure events. The beneficial effects were principally seen after 2 years. Post-procedure deaths were increased in patients randomized to CABG, whereas myocardial infarction deaths were decreased.",,raw\landing_pages\c33.html,,raw\abstracts\c33.txt,abstract_saved_no_legal_pdf,high,33,advanced_core,Low title similarity to seed (0.48); manual review required.
C34,c34,lv_dysfunction,heart_failure_guideline,longitudinal,high,HF Guideline 2022,2022 AHA ACC HFSA Guideline for the Management of Heart Failure,Heart failure outcomes in Sub-Saharan Africa: a scoping review of recent studies conducted after the 2022 AHA/ACC/HFSA guideline release.,['KITTLESON MM'],KITTLESON MM.,2025,BMC cardiovascular disorders,25,1,302,10.1177/17539447231202933,40264003,PMC10541732,https://doi.org/10.1016/j.cardfail.2022.03.346,,AHA/ACC/HFSA,guideline,pubmed,unresolved_partial,abstract-only,"Heart failure (HF) in Sub-Saharan Africa (SSA) presents unique challenges, with high prevalence and distinct epidemiological features compared to high-income settings. Despite its burden, recent comprehensive data are lacking, especially amidst recent 2022 AHA/ACC/HFSA guideline release. This scoping review aims to map the literature on HF in SSA, focusing on aetiologies, structural abnormalities, management practices, and outcomes to identify research gaps and inform clinical practice.
Studies from 2022-2024 published in English or French were included, covering adult patients > 18 years, all study designs except case reports. Studies not reporting any outcomes or focusing solely on one HF subtype were excluded. Literature from all SSA countries was searched using a FACET approach in databases including PubMed, Google Scholar, Cochrane and Scopus.
Ten studies, evaluating 2039 patients, were analysed. Dilated cardiomyopathy (DCM), and Hypertensive cardiomyopathy (HCM) emerged as prominent aetiologies. Rheumatic heart disease was reported in only four studies. Common issues included high rates of electrolyte disturbances and anemia, which influenced patient outcomes. Guideline adherence exhibited significant deficiencies, notably with a suboptimal prescription rate of SGLT2 inhibitors (8.3-24.7%). Mortality rates ranged from 3.7% to 19%, linked to factors like low blood pressure and electrolyte imbalances. Hospital stays were variable but significant rehospitalization were common within 8-15 days post discharge and associated with non-compliance and lifestyle factors.
HCM and DCM are prevalent heart failure aetiologies in SSA. Longitudinal studies are recommended to contextualise aetiological diagnosis and validate prognostic tools amidst limited resources. Enhanced guideline adherence, hypertension control and efficient post-discharge care are essential to reduce morbidity and mortality.",,raw\landing_pages\c34.html,,raw\abstracts\c34.txt,abstract_saved_no_legal_pdf,high,34,advanced_core,Low title similarity to seed (0.55); manual review required.
D35,d35,conduits_technique,graft_patency,longitudinal,high,SVG vs LIMA patency,Long-term patency of saphenous vein and left internal mammary artery grafts after coronary artery bypass surgery,Comparative Estimation of Long-Term Graft Patency Rates After Isolated Coronary Artery Bypass Grafting: A Systematic Review and Meta-Analysis.,"['Goldman S', 'Zadina K', 'Moritz T', 'Ovitt T', 'Sethi G', 'Copeland JG', 'Thottapurathu L', 'Krasnicka B', 'Ellis N', 'Anderson RJ', 'Henderson W']","Goldman S, Zadina K, Moritz T, Ovitt T, Sethi G, Copeland JG, et al.",2025,Cardiology in review,44,11,2149-2156,10.1097/crd.0000000000001091,41233944,,https://doi.org/10.1016/j.jacc.2004.08.064,,,review,pubmed,unresolved_partial,abstract-only,"We sought to characterize the long-term patency of various graft types in patients undergoing coronary artery bypass grafting. A comprehensive literature search identified 139 studies including 56,827 patients who underwent isolated coronary artery bypass grafting surgery. The mean patient age was 62 years (95% confidence interval: 60-63), and 80% (95% confidence interval: 79-82) were male. Patency outcomes were analyzed for each graft type, and parametric extrapolation was performed based on mean patency and mean follow-up time per conduit. The left internal mammary artery (LIMA) demonstrated the highest mean patency at 96% with a mean follow-up of 3.2 years, followed by the right internal mammary artery (RIMA) at 94% (2.8 years), gastroepiploic artery (GEA) at 93% (1.7 years), and radial artery (RA) at 89% (3.7 years). The saphenous vein graft had the lowest mean patency at 82% with a mean follow-up of 3.5 years. Extrapolated 20-year patency rates were 77% for LIMA, 64% for RIMA, 54% for RA, 42% for GEA, and 33% for saphenous vein graft. Arterial grafts demonstrated superior long-term patency compared to vein grafts. LIMA remains the primary conduit of choice, while RIMA, followed by RA and GEA, may be appropriate secondary arterial conduits depending on patient-specific factors. Vein grafts had the poorest long-term patency.",,raw\landing_pages\d35.html,,raw\abstracts\d35.txt,abstract_saved_no_legal_pdf,high,35,advanced_core,Low title similarity to seed (0.50); manual review required.
D36,d36,conduits_technique,svg_patency_antiplatelet,ward,medium,Early SVG patency,Early saphenous vein graft patency after coronary artery bypass surgery and antiplatelet therapy,"Aspirin plus clopidogrel therapy increases early venous graft patency after coronary artery bypass surgery a single-center, randomized, controlled trial.",['Conti VR'],Conti VR.,2010,Journal of the American College of Cardiology,56,20,1639-43,10.1016/j.jacc.2010.03.104,21050973,PMC11756219,https://linkinghub.elsevier.com/retrieve/pii/S0735109710037290,,,review,doi_landing,unresolved_partial,abstract-only,"We sought to evaluate the effect of aspirin plus clopidogrel versus aspirin alone on saphenous vein graft occlusion at 3 months after coronary artery bypass grafting (CABG).
Prevalence of graft occlusion is high after CABG. Aggressive antiplatelet therapy is expected to improve early post-operative graft patency.
From December 2007 through December 2008, 249 consecutive patients undergoing elective CABG at Fuwai Hospital were randomly assigned to 2 groups: 124 received aspirin (100 mg) plus clopidogrel (75 mg) daily (AC group), and 125 received aspirin (100 mg) alone daily (A group). Antiplatelet therapies were initiated when post-operative chest tube drainage was ≤ 30 cc/h for 2 h. All participants were invited for clinical follow-up and 64-slice multislice computed tomography angiography (MSCTA) analysis at 3 months post-operatively. Generalized estimating equations analysis was used to determine predictors of graft patency.
One participant, from group A, died before 3-month follow-up. Of the remaining 248 patients, 224 (90.3%) underwent MSCTA. Participants had similar pre-operative and intraoperative characteristics at baseline. No significant differences were observed in intraoperative transit-time flow measurement findings or major adverse cardiac-related events. Three-month MSCTA follow-up revealed that saphenous vein graft patency was 91.6% (219 of 239) in the AC group versus 85.7% (198 of 231) in the A group (p = 0.043). In multivariate analysis, combined antiplatelet therapy independently increased venous graft patency (p = 0.045).
Aspirin plus clopidogrel is more effective in venous graft patency than aspirin alone in the short term after CABG, but further, long-term study is needed. (The Clopidogrel and Aspirin After Surgery for Coronary Artery Disease; NCT00776477).",,raw\landing_pages\d36.html,,raw\abstracts\d36.txt,abstract_saved_no_legal_pdf,moderate,36,advanced_core,Low title similarity to seed (0.55); manual review required.
D37,d37,conduits_technique,svg_patency_antiplatelet,ward,medium,1-year SVG patency,One-year saphenous vein graft patency and antiplatelet therapy after coronary artery bypass grafting,Ticagrelor versus aspirin and vein graft patency after coronary bypass: A randomized trial.,"[""Dell'Aquila M"", 'Prapas S', 'Falco G', 'Abdalla S', 'Tejada B', 'Challagalla M', 'Condello I', 'Newman J']","Dell'Aquila M, Prapas S, Falco G, Abdalla S, Tejada B, Challagalla M, et al.",2022,Journal of cardiac surgery,37,3,563-570,10.1111/jocs.16189,34961950,PMC12823852,https://doi.org/10.1016/0049-3848(92)90461-i,,,review,pubmed,unresolved_partial,abstract-only,"Antiplatelet therapy prevents saphenous vein graft (SVG) occlusion and improves outcomes after coronary artery bypass graft surgery (CABG). However, the optimal postoperative antiplatelet regimen remains unclear. The goal of the Ticagrelor Antiplatelet Therapy to Reduce Graft Events and Thrombosis (TARGET) trial was to assess whether early postoperative ticagrelor reduces SVG occlusion compared to conventional aspirin therapy.
In this multi-center double-blind randomized trial, 250 patients who had CABG with SVG were randomized to receive either aspirin 81 mg twice daily or ticagrelor 90 mg twice daily. The primary outcome was SVG occlusion at 1 year.
Altogether, 123 patients were randomized to aspirin and 127 received ticagrelor. One-year graft assessment was performed in 202 patients (80.8%), examining 588 grafts, yielding an overall graft occlusion rate of 10.9%. The primary outcome, SVG occlusion at 1 year, did not significantly differ between the two groups (17.4% vs. 13.2%, aspirin vs. ticagrelor, p = .30). The incidence of vein grafts with any disease (stenosis or occlusion) did not significantly differ between the groups (21.5% vs. 22.3%, aspirin vs. ticagrelor, p = .90), and the number of patients with vein graft disease did not significantly differ between the groups (29.4% vs. 28.0%, aspirin vs. ticagrelor, p = .88). Freedom from major adverse cardiovascular events at 1 year was similar between the groups (p = .60).
Compared to conventional aspirin therapy, ticagrelor did not significantly reduce vein graft occlusion 1 year after CABG. Further study will assess the impact of ticagrelor on 2-year graft patency for this cohort.",,raw\landing_pages\d37.html,,raw\abstracts\d37.txt,abstract_saved_no_legal_pdf,moderate,37,advanced_core,Low title similarity to seed (0.52); manual review required.
D38,d38,conduits_technique,radial_artery,longitudinal,direct,Radial vs SVG NEJM 2018,Radial-Artery or Saphenous-Vein Grafts in Coronary-Artery Bypass Surgery,Radial-Artery or Saphenous-Vein Grafts in Coronary-Artery Bypass Surgery,['Goldman S'],Goldman S.,2018,New England Journal of Medicine,378,22,2069-2077,10.1056/nejmoa1716026,29708851,,https://doi.org/10.1056/NEJMoa1716026,,,meta-analysis,pubmed,validated_primary,not_downloaded_legal_restriction,,,,,,not_downloaded_legal_restriction,high,38,advanced_core,
D39,d39,conduits_technique,radial_artery,longitudinal,direct,Radial pooled long-term,Association of Radial Artery Grafting vs Saphenous Vein Grafting With Long-term Cardiovascular Outcomes Among Patients Undergoing Coronary Artery Bypass Grafting,Association of Radial Artery Graft vs Saphenous Vein Graft With Long-term Cardiovascular Outcomes Among Patients Undergoing Coronary Artery Bypass Grafting: A Systematic Review and Meta-analysis.,['Nezic D'],Nezic D.,2020,JAMA,324,2,179-187,10.1093/ejcts/ezx358,32662861,PMC6898839,https://doi.org/10.1093/ejcts/ezac371,https://academic.oup.com/ejcts/advance-article-pdf/doi/10.1093/ejcts/ezac371/44281798/ezac371.pdf,,meta-analysis,pubmed,validated_primary,abstract-only,"Observational studies have suggested that the use of radial artery grafts for coronary artery bypass grafting may improve clinical outcomes compared with the use of saphenous vein grafts, but this has not been confirmed in randomized trials.
To compare clinical outcomes between patients receiving radial artery vs saphenous vein grafts for coronary artery bypass grafting after long-term follow-up.
Patient-level pooled analysis comparing radial artery vs saphenous vein graft in adult patients undergoing isolated coronary artery bypass grafting from 5 countries (Australia, Italy, Serbia, South Korea, and the United Kingdom), with enrollment from 1997 to 2009 and follow-up completed in 2019.
Patients were randomized to undergo either radial artery (n = 534) or saphenous vein (n = 502) grafts for coronary artery bypass grafting.
The primary outcome was a composite of death, myocardial infarction, or repeat revascularization and the secondary outcome was a composite of death or myocardial infarction.
A total of 1036 patients were randomized (mean age, 66.6 years in the radial artery group vs 67.1 years in the saphenous vein group; 376 [70.4%] men in the radial artery group vs 351 [69.9%] in the saphenous vein group); 942 (90.9%) of the originally randomized patients completed 10 years of follow-up (510 in the radial artery group). At a median (interquartile range) follow-up of 10 (10-11) years, the use of the radial artery, compared with the saphenous vein, in coronary artery bypass grafting was associated with a statistically significant reduction in the incidence of the composite outcome of death, myocardial infarction, or repeat revascularization (220 vs 237 total events; 41 vs 47 events per 1000 patient-years; hazard ratio, 0.73 [95% CI, 0.61-0.88]; P < .001) and of the composite of death or myocardial infarction (188 vs 193 total events; 35 vs 38 events per 1000 patient-years; hazard ratio, 0.77 [95% CI, 0.63-0.94]; P = .01).
In this individual participant data meta-analysis with a median follow-up of 10 years, among patients undergoing coronary artery bypass grafting, the use of the radial artery compared with the saphenous vein was associated with a lower risk of a composite of cardiovascular outcomes.",,raw\landing_pages\d39.html,,raw\abstracts\d39.txt,abstract_saved_no_legal_pdf,high,39,advanced_core,
D40,d40,conduits_technique,radial_artery,longitudinal,high,RAPCO,Radial artery patency and clinical outcomes long-term results of the RAPCO trial,Radial artery as a second conduit gains momentum: The RAPCO trial.,"['Ito N', 'Kuwahara G', 'Sukehiro Y', 'Teratani H']","Ito N, Kuwahara G, Sukehiro Y, Teratani H.",2021,Global cardiology science & practice,2021,2,e202110,10.1056/nejmoa1808783,34285901,PMC7042852,https://doi.org/10.1016/j.athoracsur.2012.05.121,,,follow-up,pubmed,unresolved_partial,abstract-only,"In coronary artery bypass grafting (CABG), the use of an internal mammary artery (IMA) to graft the left anterior descending coronary artery (LAD) improves survival and reduces the need for repeat revascularization. The other IMA, radial artery (RA), and saphenous vein (SV) have contested to complete the surgical revascularization. For that purpose, SV remains the most commonly used conduit despite current evidence in favor of arterial grafts. To determine which conduit is best for grafting the second most important coronary artery, Buxton and colleagues have recently published the long term results of their ""Radial Artery Patency and Clinical Outcomes (RAPCO)"" trial.",,raw\landing_pages\d40.html,,raw\abstracts\d40.txt,abstract_saved_no_legal_pdf,high,40,advanced_core,Low title similarity to seed (0.42); manual review required.
