recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-39AFF8B50D19,UPL-CE02A6AB5E49:S183,,,guideline_acc_aha_scai,General Coronary Revascularization,An emergency intervention is one in which there should be no delay in providing operative intervention,,,,,,,,,,,,,,emergency,emergency,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.21 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:emergency,,,,,,,,,,,,emergency,,
GR-3C90511BCA9E,UPL-CE02A6AB5E49:S140,,,guideline_acc_aha_scai,PCI Strategy,"PCI of a non-infarct artery stenosis may be considered at the time of successful primary PCI, but patients should be carefully selected",,,,,,,,,PCI of a non-infarct artery stenosis,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.19 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.62,recommendation-language; intervention-extracted; source-locator,intervention:PCI of a non-infarct artery stenosis,,,,,,,,,,,PCI of a non-infarct artery stenosis may be considered,,,
GR-3DD7DF58D8E4,UPL-CE02A6AB5E49:S189,,,guideline_acc_aha_scai,Revascularization Strategy,Special Considerations Before Transcatheter Valve Therapy Recommendations for revascularization in patients before TAVR should be accessed in the 2020 valvular heart disease guideline,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.34 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Special Considerations Before Transcatheter Valve Therapy Recommendations for revascularization in patients before TAVR,,,,,,,,,,,,,,
GR-3E5090E8FA50,UPL-CE02A6AB5E49:S137,,,guideline_acc_aha_scai,PCI Strategy,"Intuitively, a strategy of delayed reperfusion in these unstable patient subsets would be expected to improve symptoms and outcomes, and for this reason PCI should be considered",,,stable,,,,,,,,"improve symptoms and outcomes, and for this reason PCI should be considered",,,chronic-stable,stable,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.18 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,"outcome:improve symptoms and outcomes, and for this reason PCI should be considered; temporal_qualifier:stable",,,stable,,,,,,,clinical_state:stable [eq],,stable,,"improve symptoms and outcomes, and for this reason PCI should be considered"
GR-3F562A5D9707,UPL-CE02A6AB5E49:S099,2A,B-R,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG, preoperative amiodarone is reasonable to reduce the incidence of postoperative atrial fibrillation",undergoing,,,,,,,post-operative,,,reduce the incidence of postoperative atrial fibrillation,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.52 line-table COR 2A LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.82,recommendation-language; cor:2a; loe:b-r; population-extracted; source-locator,population:undergoing; outcome:reduce the incidence of postoperative atrial fibrillation,undergoing,undergoing,,,,,,,,population:undergoing [eq],is reasonable,,,reduce the incidence of postoperative atrial fibrillation
GR-3FE833178BB5,UPL-CE02A6AB5E49:S044,2B,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients with previous CABG and complex CAD, it may be reasonable to choose CABG over PCI when an IMA can be used as a conduit to the LAD",previous,CAD,,,,,,,,PCI when an IMA can be used as a conduit to the LAD,,an IMA can be used as a conduit to the LAD,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.29 line-table COR 2B LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.86,recommendation-language; cor:2b; loe:b-nr; population-extracted; source-locator; clinical-entities,population:previous; comparator:PCI when an IMA can be used as a conduit to the LAD; condition:an IMA can be used as a conduit to the LAD,previous; an IMA can be used as a conduit to the LAD,previous,,CAD,,,,,an IMA can be used as a conduit to the LAD,population:previous [eq] | disease:CAD [eq] | condition:an IMA can be used as a conduit to the LAD [contains],,an IMA can be used as a conduit to the LAD,,
GR-41C4771E13DB,UPL-CE02A6AB5E49:S096,1,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG, discontinuation of short-acting glycoprotein IIb/IIIa inhibitors (eptifibatide and tirofiban) for 4 hours and abciximab for 12 hours before surgery is recommended to reduce the risk of bleeding and transfusion",undergoing,,,,,,,,,,reduce the risk of bleeding and transfusion,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.51 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b-nr; population-extracted; source-locator,population:undergoing; outcome:reduce the risk of bleeding and transfusion,undergoing,undergoing,,,,,,,,population:undergoing [eq],is recommended,,,reduce the risk of bleeding and transfusion
GR-4662942A915E,UPL-CE02A6AB5E49:S173,,,guideline_acc_aha_scai,Heart Team,"Additionally, there should be a process for rapid activation of the Heart Team for urgent or emergency clinical situations",,,,,,,,,,,,,,emergency,urgent; emergency,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.12 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:urgent; temporal_qualifier:emergency,,,,,,,,,,,,urgent; emergency,,
GR-46C76F809B22,UPL-CE02A6AB5E49:S152,,,guideline_acc_aha_scai,General Coronary Revascularization,"For this reason, prasugrel is contraindicated in patients with a history of transient ischemic attack or stroke",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.43 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:For this reason, prasugrel is contraindicated in patients with a history of transient ischemic attack or stroke",,,,,,,,,,,,,,
GR-46CE1B72B05D,UPL-CE02A6AB5E49:S042,2A,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients with previous CABG with a patent LIMA to the LAD who need repeat revascularization, if PCI is feasible, it is reasonable to choose PCI over CABG",previous,,,,,,,,,CABG,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.29 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.82,recommendation-language; cor:2a; loe:b-nr; population-extracted; source-locator,population:previous; comparator:CABG,previous,previous,,,,,,,,population:previous [eq],is reasonable,,,
GR-4B76E6A52A61,UPL-CE02A6AB5E49:S093,1,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG, a comprehensive approach to reduce sternal wound infection is recommended",undergoing,,,,,,,,,,reduce sternal wound infection is recommended,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.49 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b-nr; population-extracted; source-locator,population:undergoing; outcome:reduce sternal wound infection is recommended,undergoing,undergoing,,,,,,,,population:undergoing [eq],is recommended,,,reduce sternal wound infection is recommended
GR-4D253EAD1360,UPL-CE02A6AB5E49:S131,,,guideline_acc_aha_scai,General Coronary Revascularization,"Clinicians must provide evidence-based estimates of risks, benefits, and costs of therapeutic options",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.11 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Clinicians must provide evidence-based estimates of risks, benefits, and costs of therapeutic options",,,,,,,,,,,,,,
GR-4D80F1A7CB06,UPL-CE02A6AB5E49:S109,1,C-LD,guideline_acc_aha_scai,Revascularization Strategy,Patients who have undergone revascularization should be educated about CVD risk factors and their modification to reduce cardiovascular events,,,,,,,,,,,reduce cardiovascular events,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.56 line-table COR 1 LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.74,recommendation-language; cor:1; loe:c-ld; source-locator,outcome:reduce cardiovascular events,,,,,,,,,,,,,,reduce cardiovascular events
GR-4DF8EF59CE6A,UPL-CE02A6AB5E49:S067,2A,B-R,guideline_acc_aha_scai,CABG Strategy,"In select patients with previous CABG undergoing PCI of a SVG, the use of an embolic protection device, when technically feasible, is reasonable to decrease the risk of distal embolization",,,,,,,,,,,,technically feasible,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.38 line-table COR 2A LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b-r; source-locator,condition:technically feasible,technically feasible,,,,,,,,technically feasible,condition:technically feasible [contains],is reasonable,technically feasible,,
GR-4E11610923E0,UPL-CE02A6AB5E49:S075,1,B-R,guideline_acc_aha_scai,PCI Strategy,"In patients undergoing PCI, a loading dose of aspirin, followed by daily dosing, is recommended to reduce ischemic events",undergoing,,,,,,,,,,reduce ischemic events,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.40 line-table COR 1 LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b-r; population-extracted; source-locator,population:undergoing; outcome:reduce ischemic events,undergoing,undergoing,,,,,,,,population:undergoing [eq],is recommended,,,reduce ischemic events
GR-4E93AEE21A53,UPL-CE02A6AB5E49:S060,1,A,guideline_acc_aha_scai,SIHD,"In patients with SIHD undergoing PCI, the radial approach is recommended to reduce access site bleeding and vascular complications",SIHD undergoing,SIHD,,,,,,,,,reduce access site bleeding and vascular complications,,,,,2026-04-24T05:27:57.103783+00:00,stable-ischemic-heart-disease,Cirugia Cardiovascular,Revascularizacion Coronaria,p.35 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.82,recommendation-language; cor:1; loe:a; population-extracted; source-locator,population:SIHD undergoing; outcome:reduce access site bleeding and vascular complications,SIHD undergoing,SIHD undergoing,,SIHD,,,,,,population:SIHD undergoing [eq] | disease:SIHD [eq],is recommended,,,reduce access site bleeding and vascular complications
GR-5256C53F618F,UPL-CE02A6AB5E49:S134,,,guideline_acc_aha_scai,PCI Strategy,This benefit is seen even among patients transferred from non-PCI hospitals if transfer times are reasonable and total ischemic time after presentation is <120 minutes,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:This benefit is seen even among patients transferred from non-PCI hospitals if transfer times are reasonable and total i,,,,,,,,,,,,,,
GR-56081FB93A40,UPL-CE02A6AB5E49:S201,,,guideline_acc_aha_scai,General Coronary Revascularization,These recommendations should act as a supplement to the prior guideline focused update,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.53 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:These recommendations should act as a supplement to the prior guideline focused update,,,,,,,,,,,,,,
GR-574BF22699C7,UPL-CE02A6AB5E49:S051,2A,B-NR,guideline_acc_aha_scai,Acute Coronary Syndromes,"In high-risk patients with NSTE-ACS and CKD, it is reasonable to perform coronary angiography and revascularization, with adequate measures to reduce the risk of AKI",,NSTE-ACS,,,,,,,,,reduce the risk of AKI,,,,,2026-04-24T05:27:57.103783+00:00,nste-acs,Cirugia Cardiovascular,Revascularizacion Coronaria,p.31 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b-nr; source-locator,outcome:reduce the risk of AKI,,,,NSTE-ACS,,,,,,disease:NSTE-ACS [eq],is reasonable,,,reduce the risk of AKI
GR-57BB60A71CFD,UPL-CE02A6AB5E49:S022,1,B-R,guideline_acc_aha_scai,Acute Coronary Syndromes,"In patients with NSTE-ACS and cardiogenic shock who are appropriate candidates for revascularization, emergency revascularization is recommended to reduce risk of death",NSTE-ACS and cardiogenic shock,NSTE-ACS,cardiogenic shock,,,,,,,,reduce risk of death,cardiogenic shock who are appropriate candidates for,,emergency,emergency,2026-04-24T05:27:57.103783+00:00,nste-acs,Cirugia Cardiovascular,Revascularizacion Coronaria,p.21 line-table COR 1 LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.9,recommendation-language; cor:1; loe:b-r; population-extracted; source-locator; temporal-qualifiers; clinical-entities,population:NSTE-ACS and cardiogenic shock; outcome:reduce risk of death; condition:cardiogenic shock who are appropriate candidates for; temporal_qualifier:emergency,NSTE-ACS and cardiogenic shock; cardiogenic shock who are appropriate candidates for,NSTE-ACS and cardiogenic shock,cardiogenic shock,NSTE-ACS,,,,,cardiogenic shock who are appropriate candidates for,population:NSTE-ACS and cardiogenic shock [eq] | clinical_state:cardiogenic shock [eq] | disease:NSTE-ACS [eq] | condition:cardiogenic shock who are appropriate candidates for [contains],is recommended,emergency; cardiogenic shock who are appropriate candidates for,,reduce risk of death
GR-5970C2E54283,UPL-CE02A6AB5E49:S032,2B,B-R,guideline_acc_aha_scai,SIHD,"In patients with SIHD, normal ejection fraction, significant stenosis in 3 major coronary arteries (with or without proximal LAD), and anatomy suitable for CABG, CABG may be reasonable to improve survival",SIHD,SIHD,,significant,,,,,CABG,,improve survival,,proximal LAD),,,2026-04-24T05:27:57.103783+00:00,stable-ischemic-heart-disease,Cirugia Cardiovascular,Revascularizacion Coronaria,p.23 line-table COR 2B LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.94,recommendation-language; cor:2b; loe:b-r; population-extracted; intervention-extracted; source-locator; clinical-entities,population:SIHD; intervention:CABG; outcome:improve survival; exclusion:proximal LAD),SIHD,SIHD,,SIHD,,,proximal LAD),,,population:SIHD [eq] | disease:SIHD [eq] | exclusion:proximal LAD) [absent],CABG,,proximal LAD),improve survival
GR-59A80B5FFD1A,UPL-CE02A6AB5E49:S185,,,guideline_acc_aha_scai,Heart Team,"For this reason, the Heart Team must weigh the risks and benefits of PCI as compared to medical therapy in such patients",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.24 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:For this reason, the Heart Team must weigh the risks and benefits of PCI as compared to medical therapy in such patients",,,,,,,,,,,,,,
GR-59DCABF31358,UPL-CE02A6AB5E49:S021,1,A,guideline_acc_aha_scai,Acute Coronary Syndromes,"In patients with NSTE-ACS who are at elevated risk of recurrent ischemic events and are appropriate candidates for revascularization, an invasive strategy with the intent to proceed with revascularization is indicated to reduce cardiovascular events",NSTE-ACS,NSTE-ACS,,,,,,,,,reduce cardiovascular events,at elevated risk of recurrent ischemic events and are appropriate candidates for,,,,2026-04-24T05:27:57.103783+00:00,nste-acs,Cirugia Cardiovascular,Revascularizacion Coronaria,p.21 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.86,recommendation-language; cor:1; loe:a; population-extracted; source-locator; clinical-entities,population:NSTE-ACS; outcome:reduce cardiovascular events; condition:at elevated risk of recurrent ischemic events and are appropriate candidates for,NSTE-ACS; at elevated risk of recurrent ischemic events and are appropriate candidates for,NSTE-ACS,,NSTE-ACS,,,,,at elevated risk of recurrent ischemic events and are appropriate candidates for,population:NSTE-ACS [eq] | disease:NSTE-ACS [eq] | condition:at elevated risk of recurrent ischemic events and are appropriate candidates for [contains],is indicated,at elevated risk of recurrent ischemic events and are appropriate candidates for,,reduce cardiovascular events
GR-5AF67572804F,UPL-CE02A6AB5E49:S177,,,guideline_acc_aha_scai,Left Main Disease,"It should be noted that only one-third of enrolled patients in these trials had triple-vessel disease, and most of these trials excluded patients with left main disease, chronic total occlusion (CTO) of the non-infarct artery, or complex non-infarct artery disease",,left main disease,,,,,,,,,,,,chronic,chronic,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.19 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:chronic,,,,left main disease,,,,,,disease:left main disease [eq],,chronic,,
GR-5BFAC955A9B2,UPL-CE02A6AB5E49:S102,1,A,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG, aspirin (100–325 mg daily) should be initiated within 6 hours postoperatively and then continued indefinitely to reduce the occurrence of SVG closure and adverse cardiovascular events",undergoing,,,,within 6 hours,,,post-operative,,,reduce the occurrence of SVG closure and adverse cardiovascular events,,,,within 6 hours,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.53 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.9,recommendation-language; cor:1; loe:a; population-extracted; source-locator; temporal-qualifiers; clinical-entities,population:undergoing; outcome:reduce the occurrence of SVG closure and adverse cardiovascular events; temporal_qualifier:within 6 hours,undergoing,undergoing,,,within 6 hours,,,,,population:undergoing [eq] | time_window:within 6 hours [within],,within 6 hours,,reduce the occurrence of SVG closure and adverse cardiovascular events
GR-5C89DC0317A4,UPL-CE02A6AB5E49:S039,1,A,guideline_acc_aha_scai,CABG Strategy,"In patients with diabetes and multivessel CAD with the involvement of the LAD, who are appropriate candidates for CABG, CABG (with a LIMA to the LAD) is recommended in preference to PCI to reduce mortality and repeat revascularizations",diabetes and multivessel CAD,multivessel CAD,,multivessel,,,,,CABG (with a LIMA to the LAD),PCI to reduce mortality and repeat revascularizations,reduce mortality and repeat revascularizations,the involvement of the LAD,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.28 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.94,recommendation-language; cor:1; loe:a; population-extracted; intervention-extracted; source-locator; clinical-entities,population:diabetes and multivessel CAD; intervention:CABG (with a LIMA to the LAD); comparator:PCI to reduce mortality and repeat revascularizations; outcome:reduce mortality and repeat revascularizations; condition:the involvement of the LAD,diabetes and multivessel CAD; the involvement of the LAD,diabetes and multivessel CAD,,multivessel CAD,,,,,the involvement of the LAD,population:diabetes and multivessel CAD [eq] | disease:multivessel CAD [eq] | condition:the involvement of the LAD [contains],CABG (with a LIMA to the LAD) is recommended,the involvement of the LAD,,reduce mortality and repeat revascularizations
GR-5CD6206FE433,UPL-CE02A6AB5E49:S112,2B,C-LD,guideline_acc_aha_scai,Revascularization Strategy,"In patients who have undergone coronary revascularization, it may be reasonable to screen for depression and refer or treat when it is indicated to improve quality of life and recovery",have undergone,,,,,,,,,,improve quality of life and recovery,it is indicated to improve quality of life and recovery,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.59 line-table COR 2B LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-c",0.86,recommendation-language; cor:2b; loe:c-ld; population-extracted; source-locator; clinical-entities,population:have undergone; outcome:improve quality of life and recovery; condition:it is indicated to improve quality of life and recovery,have undergone; it is indicated to improve quality of life and recovery,have undergone,,,,,,,it is indicated to improve quality of life and recovery,population:have undergone [eq] | condition:it is indicated to improve quality of life and recovery [contains],is indicated,it is indicated to improve quality of life and recovery,,improve quality of life and recovery
GR-5CF92A331B67,UPL-CE02A6AB5E49:S133,,,guideline_acc_aha_scai,STEMI,"In patients with STEMI and evidence of failed reperfusion after fibrinolytic therapy, rescue PCI of the infarct artery should be performed to improve clinical outcomes",STEMI and evidence of failed reperfusion after fibrinolytic therapy,STEMI,,,,fibrinolytic therapy,,,,,improve clinical outcomes,evidence of failed reperfusion after fibrinolytic therapy,,,,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.66,recommendation-language; population-extracted; source-locator; clinical-entities,population:STEMI and evidence of failed reperfusion after fibrinolytic therapy; outcome:improve clinical outcomes; condition:evidence of failed reperfusion after fibrinolytic therapy,STEMI and evidence of failed reperfusion after fibrinolytic therapy; evidence of failed reperfusion after fibrinolytic therapy,STEMI and evidence of failed reperfusion after fibrinolytic therapy,,STEMI,,fibrinolytic therapy,,,evidence of failed reperfusion after fibrinolytic therapy,population:STEMI and evidence of failed reperfusion after fibrinolytic therapy [eq] | disease:STEMI [eq] | event_anchor:fibrinolytic therapy [eq] | condition:evidence of failed reperfusion after fibrinolytic therapy [contains],should be performed,evidence of failed reperfusion after fibrinolytic therapy,,improve clinical outcomes
GR-5DF892D9873A,UPL-CE02A6AB5E49:S029,2A,B-NR,guideline_acc_aha_scai,SIHD,"In selected patients with SIHD and multivessel CAD appropriate for CABG and mild-to-moderate left ventricular systolic dysfunction (ejection fraction 35%–50%), CABG (to include a left internal mammary artery [LIMA] graft to the LAD) is reasonable to improve survival",,SIHD,,multivessel,,,,,CABG (to include a left internal mammary artery [LIMA] graft to the LAD),,improve survival,,,,,2026-04-24T05:27:57.103783+00:00,stable-ischemic-heart-disease,Cirugia Cardiovascular,Revascularizacion Coronaria,p.23 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.82,recommendation-language; cor:2a; loe:b-nr; intervention-extracted; source-locator,intervention:CABG (to include a left internal mammary artery [LIMA] graft to the LAD); outcome:improve survival,,,,SIHD,,,,,,disease:SIHD [eq],CABG (to include a left internal mammary artery [LIMA] graft to the LAD) is reasonable,,,improve survival
GR-5E5D2C289319,UPL-CE02A6AB5E49:S008,2A,B-NR,guideline_acc_aha_scai,Left Main Disease,"In patients with intermediate stenosis of the left main artery, intravascular ultrasound (IVUS) is reasonable to help define lesion severity",intermediate stenosis of the left main artery,,,intermediate,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.15 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.82,recommendation-language; cor:2a; loe:b-nr; population-extracted; source-locator,population:intermediate stenosis of the left main artery,intermediate stenosis of the left main artery,intermediate stenosis of the left main artery,,,,,,,,population:intermediate stenosis of the left main artery [eq],is reasonable,,,
GR-5F226FCFF834,UPL-CE02A6AB5E49:S182,,,guideline_acc_aha_scai,General Coronary Revascularization,Urgent Intervention is required during the same hospitalization to minimize chance of further clinical deterioration,,,,,,,,,,,,,,urgent,Urgent,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.21 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:Urgent,,,,,,,,,,,,Urgent,,
GR-6019FB74F767,UPL-CE02A6AB5E49:S168,,,guideline_acc_aha_scai,Revascularization Strategy,"In view of these findings, the decision to offer revascularization should be made on the basis of a patient’s clinical characteristics, and preferences and should be the same for all patients, regardless of sex, race, or ethnicity",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.10 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In view of these findings, the decision to offer revascularization should be made on the basis of a patient’s clinical c",,,,,,,,,,,,,,
GR-6054C5776831,UPL-CE02A6AB5E49:S161,,,guideline_acc_aha_scai,Left Main Disease,"Percutaneous revascularization is a reasonable option to improve survival, compared with medical therapy, in selected patients with low to medium anatomic complexity of coronary artery disease and left main disease that is equally suitable for surgical or percutaneous revascularization",,left main disease,,,,,,,,"medical therapy, in selected patients with low to medium anatomic complexity of coronary artery disease and left main disease that is equally suitable for surgical or percutaneous revascularization","improve survival, compared with medical therapy, in selected patients with low to medium anatomic complexity of coronary artery disease and left main disease that is equally suitable for surgical or percutaneous revascularization",,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.3 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"comparator:medical therapy, in selected patients with low to medium anatomic complexity of coronary artery disease and left main disease that is equally suitable for surgical or percutaneous revascularization; outcome:improve survival, compared with medical therapy, in selected patients with low to medium anatomic complexity of coronary artery disease and left main disease that is equally suitable for surgical or percutaneous revascularization",,,,left main disease,,,,,,disease:left main disease [eq],,,,"improve survival, compared with medical therapy, in selected patients with low to medium anatomic complexity of coronary artery disease and left main disease that is equally suitable for surgical or percutaneous revascularization"
GR-61673EBC1EBF,UPL-CE02A6AB5E49:S166,,,guideline_acc_aha_scai,General Coronary Revascularization,"For these and all recommended drug treatment regimens, the reader should confirm dosage with product insert material and evaluate for contraindications and interactions",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.5 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:For these and all recommended drug treatment regimens, the reader should confirm dosage with product insert material and",,,,,,,,,,,,,,
GR-61867DFA8D86,UPL-CE02A6AB5E49:S143,,,guideline_acc_aha_scai,CABG Strategy,"However, the larger ISCHEMIA trial reported a clinically relevant improvement in symptoms at 3 years after PCI or CABG,1 long after a placebo effect should have dissipated",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.27 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:However, the larger ISCHEMIA trial reported a clinically relevant improvement in symptoms at 3 years after PCI or CABG,1",,,,,,,,,,,,,,
