recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-6F4C068EC098,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S039,,,guideline_generic,General Coronary Revascularization,"Patients with preoperative anemia are more likely to require transfusions, and it is obvious that if the ability to treat iron-deficiency anemia is available without any untoward effects, it should be instituted before surgery",,,,,,,,,,,,,any untoward effects,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.5 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,exclusion:any untoward effects,,,,,,,any untoward effects,,,exclusion:any untoward effects [absent],,,any untoward effects,
GR-707FCBDEAB8C,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S072,,,guideline_generic,Left Main Disease,"Care must be taken in patients who are preoperatively anemic, smaller patients who may have lower overall blood volumes, and stable patients who are prone to instability (ie, left main disease) and unstable patients",,left main disease,stable,,,,,,,,,,,chronic-stable,stable,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.15 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:stable,,,stable,left main disease,,,,,,clinical_state:stable [eq] | disease:left main disease [eq],,stable,,
GR-7250707406B7,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S049,,,guideline_generic,General Coronary Revascularization,"In the nonemergent setting, acceptable treatment strategies should be explored with the patient as early as possible in the course of preoperative planning",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.8 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In the nonemergent setting, acceptable treatment strategies should be explored with the patient as early as possible in",,,,,,,,,,,,,,
GR-77E9E8EC6104,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S020,,,guideline_generic,General Coronary Revascularization,"There are many stakeholders in the management of blood for patients throughout their clinical course, and therefore, we sought to include the evidence and practice of many Updated Recommendations From Previous Guidelines That Are Not a Focus of the Article Intervention ACC/AHA Class and Level Preoperative identification of high-risk patients should be performed, and all available preoperative and perioperative measures of blood conservation should be undertaken in this group as they account for the majority of blood products transfused",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.2 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:There are many stakeholders in the management of blood for patients throughout their clinical course, and therefore, we",,,,,,,,,,,should be performed,,,
GR-7E82B0B0F84A,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S066,,,guideline_generic,General Coronary Revascularization,"It should be noted that, although it was not a pre-selected outcome in our PICO question, this study raises questions on the association between TXA and seizures",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.12 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:It should be noted that, although it was not a pre-selected outcome in our PICO question, this study raises questions on",,,,,,,,,,,,,,
GR-8A1348FD7A97,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S071,,,guideline_generic,General Coronary Revascularization,PERFUSION INTERVENTIONS ACUTE NORMOVOLEMIC HEMODILUTION • Acute normovolemic hemodilution is a reasonable method to reduce bleeding and transfusion,,,,,,,,,,,reduce bleeding and transfusion,,,acute,ACUTE; Acute,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.15 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,outcome:reduce bleeding and transfusion; temporal_qualifier:ACUTE,,,,,,,,,,,,ACUTE; Acute,,reduce bleeding and transfusion
GR-8C36D0227D45,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S011,2A,B,guideline_generic,General Coronary Revascularization,Prothrombin concentrate is reasonable to consider over fresh frozen plasma as first-line therapy for refractory coagulopathy in cardiac surgery in select situations to reduce bleeding,,,,,,,,,,fresh frozen plasma as first-line therapy for refractory coagulopathy in cardiac surgery in select situations to reduce bleeding,reduce bleeding,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 class-level-row COR 2A LOE B,critical,1.0,"guideline, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b; source-locator,comparator:fresh frozen plasma as first-line therapy for refractory coagulopathy in cardiac surgery in select situations to reduce bleeding; outcome:reduce bleeding,,,,,,,,,,,is reasonable,,,reduce bleeding
GR-9575558D4747,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S062,,,guideline_generic,General Coronary Revascularization,"Further, laboratory and/or POC measurement of residual platelet reactivity in a given individual while on treatment or after withdrawal can be useful to guide the timing of elective surgical intervention",,,,,,,,,,,guide the timing of elective surgical intervention,,,elective,elective,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.10 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,outcome:guide the timing of elective surgical intervention; temporal_qualifier:elective,,,,,,,,,,,,elective,,guide the timing of elective surgical intervention
GR-95CCCB54E40D,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S034,2A,A,guideline_generic,General Coronary Revascularization,Minimally invasive extracorporeal circulation is reasonable to reduce blood loss and red cell transfusion as part of a combined blood conservation approach,,,,,,,,,,,reduce blood loss and red cell transfusion as part of a combined blood conservation approach,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 narrative COR 2A LOE A,critical,1.0,"guideline, society-issued, recommendation-language, cor-2a, loe-a",0.74,recommendation-language; cor:2a; loe:a; source-locator,outcome:reduce blood loss and red cell transfusion as part of a combined blood conservation approach,,,,,,,,,,,is reasonable,,,reduce blood loss and red cell transfusion as part of a combined blood conservation approach
GR-95FF29BC2385,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S040,,,guideline_generic,General Coronary Revascularization,Differentiation must be made between anemias caused by iron deficiency as opposed to other causes of anemia,,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.5 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Differentiation must be made between anemias caused by iron deficiency as opposed to other causes of anemia,,,,,,,,,,,,,,
GR-9761B884F8E5,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S058,,,guideline_generic,General Coronary Revascularization,"In situations where these antidotes are not readily available, prothrombin complex concentrates (PCCs) may prove beneficial and are recommended, although efficacy may vary",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.9 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In situations where these antidotes are not readily available, prothrombin complex concentrates (PCCs) may prove benefic",,,,,,,,,,,,,,
GR-983AC3B73B1E,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S008,2A,C,guideline_generic,General Coronary Revascularization,"If the antidote for the specified NOAC is not available, prothrombin concentrate is recommended, recognizing that the effective response may be variable",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 class-level-row COR 2A LOE C,critical,1.0,"guideline, society-issued, recommendation-language, cor-2a, loe-c",0.74,recommendation-language; cor:2a; loe:c; source-locator,"statement:If the antidote for the specified NOAC is not available, prothrombin concentrate is recommended, recognizing that the ef",,,,,,,,,,,is recommended,,,
GR-9926B0425775,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S077,,,guideline_generic,General Coronary Revascularization,"POSTOPERATIVE MANAGEMENT TRANSFUSION TRIGGERS • In patients undergoing cardiac surgery, a restrictive perioperative allogeneic RBC transfusion strategy is recommended in preference to a liberal transfusion strategy for perioperative blood conservation, as it reduces both transfusion rate and units of allogeneic RBCs without increased risk of mortality or morbidity",,,,,,,,post-operative,,"a liberal transfusion strategy for perioperative blood conservation, as it reduces both transfusion rate and units of allogeneic RBCs without increased risk of mortality or morbidity",,,increased risk of mortality or morbidity,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.17 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"comparator:a liberal transfusion strategy for perioperative blood conservation, as it reduces both transfusion rate and units of allogeneic RBCs without increased risk of mortality or morbidity; exclusion:increased risk of mortality or morbidity",,,,,,,increased risk of mortality or morbidity,,,exclusion:increased risk of mortality or morbidity [absent],is recommended,,increased risk of mortality or morbidity,
GR-A51CE8F662A8,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S006,2A,B,guideline_generic,General Coronary Revascularization,Minimization of phlebotomy by reduced volume and frequency of blood sampling is a reasonable means of blood conservation,,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 class-level-row COR 2A LOE B,critical,1.0,"guideline, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b; source-locator,statement:Minimization of phlebotomy by reduced volume and frequency of blood sampling is a reasonable means of blood conservation,,,,,,,,,,,,,,
GR-A9F02E66C4B5,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S042,,,guideline_generic,General Coronary Revascularization,"PREOPERATIVE TREATMENT OF ANEMIA—PHARMACOLOGIC AGENTS • In patients who have (i) preoperative anemia, (ii) refuse blood transfusion, (iii) or are deemed highrisk for postoperative anemia, it is reasonable to administer preoperative erythropoietin stimulating agents (ESA) and iron supplementation several days prior to cardiac operations to increase red cell mass",,,,,,,,post-operative,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.5 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:PREOPERATIVE TREATMENT OF ANEMIA—PHARMACOLOGIC AGENTS • In patients who have (i) preoperative anemia, (ii) refuse blood",,,,,,,,,,,is reasonable,,,
GR-ACBDC1AA6B1B,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S057,,,guideline_generic,Acute Coronary Syndromes,"Given the predictable and rather short half-life to NOACs, in the elective setting, discontinuation for at least 2 days before surgery is recommended, although renal impairment will require extending this discontinuation for additional days in select situations",,,,,,,,,,,,,,elective,elective,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.9 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:elective,,,,,,,,,,,is recommended,elective,,
GR-AD012E522EBA,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S016,,,guideline_generic,General Coronary Revascularization,"PREOPERATIVE MANAGEMENT RISK ASSESSMENT FOR TREATMENT OF ANEMIA Assessment of anemia and determination of its etiology is appropriate in all patients undergoing cardiac surgery, and it is reasonable to treat with intravenous iron preparations if time permits",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.5 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:PREOPERATIVE MANAGEMENT RISK ASSESSMENT FOR TREATMENT OF ANEMIA Assessment of anemia and determination of its etiology i,,,,,,,,,,,is reasonable,,,
GR-B48197AB5ABC,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S047,,,guideline_generic,General Coronary Revascularization,"The interplay of anemia and transfusion is complex, especially in the perioperative setting where multiple components of the hemostatic mechanism are required for control of bleeding and for optimal outcomes26 ()",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.7 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:The interplay of anemia and transfusion is complex, especially in the perioperative setting where multiple components of",,,,,,,,,,,,,,
GR-B4AC00DD58F5,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S076,,,guideline_generic,General Coronary Revascularization,"(Class I, Level B-NR) • Minimally invasive extracorporeal circulation is reasonable to reduce blood loss and red cell transfusion as part of a combined blood conservation approach",,,,,,,,,,,reduce blood loss and red cell transfusion as part of a combined blood conservation approach,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.16 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,outcome:reduce blood loss and red cell transfusion as part of a combined blood conservation approach,,,,,,,,,,,is reasonable,,,reduce blood loss and red cell transfusion as part of a combined blood conservation approach
GR-B84D1DEC24CD,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S045,,,guideline_generic,General Coronary Revascularization,Patients should undergo careful preoperative testing to rule out absolute or functional iron deficiency and be treated accordingly if possible,,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.6 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Patients should undergo careful preoperative testing to rule out absolute or functional iron deficiency and be treated a,,,,,,,,,,,,,,
GR-BD6909F4CA30,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S044,,,guideline_generic,General Coronary Revascularization,"Therefore, it is difficult to confidently state that the direct treatment of iron-deficiency anemia before cardiac surgery with iron alone will result in improved outcomes, but it is clear that the treatment of anemia is warranted in the elective surgical patient",,,,,,,,,,,,,,elective,elective,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.6 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:elective,,,,,,,,,,,,elective,,
GR-BDEC98A1B35D,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S004,3: HARM,B,guideline_generic,General Coronary Revascularization,A comprehensive multimodality blood conservation program led by a multidisciplinary team of health care providers should be part of any patient blood management program to limit utilization of blood resources and decrease the risk of bleeding,,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.2 class-level-row COR 3: HARM LOE B,critical,1.0,"guideline, society-issued, recommendation-language, cor-3, loe-b",0.74,recommendation-language; cor:3: harm; loe:b; source-locator,statement:A comprehensive multimodality blood conservation program led by a multidisciplinary team of health care providers should,,,,,,,,,,,,,,
GR-BFC383D91277,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S017,,,guideline_generic,General Coronary Revascularization,MINICIRCUITS Reduced priming volume in the CPB circuit reduces hemodilution and is indicated for blood conservation,,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.16 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:MINICIRCUITS Reduced priming volume in the CPB circuit reduces hemodilution and is indicated for blood conservation,,,,,,,,,,,is indicated,,,
GR-C42786F1FA9B,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S030,2A,C-LD,guideline_generic,General Coronary Revascularization,Pharmacologic agents Use of synthetic antifibrinolytic agents such as epsilon-aminocaproic acid (EACA) or tranexamic acid reduce blood loss and blood transfusion during cardiac procedures and are indicated for blood conservation,,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 narrative COR 2A LOE C-LD,critical,1.0,"guideline, society-issued, recommendation-language, cor-2a, loe-c",0.74,recommendation-language; cor:2a; loe:c-ld; source-locator,statement:Pharmacologic agents Use of synthetic antifibrinolytic agents such as epsilon-aminocaproic acid (EACA) or tranexamic aci,,,,,,,,,,,,,,
GR-C51CF76FA236,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S031,2B,B-NR,guideline_generic,General Coronary Revascularization,Blood products and derivatives Antithrombin III concentrates are indicated to reduce plasma transfusion in patients with antithrombin mediated heparin resistance immediately before cardiopulmonary bypass,,,,,,,,,,,reduce plasma transfusion in patients with antithrombin mediated heparin resistance immediately before cardiopulmonary bypass,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 narrative COR 2B LOE B-NR,critical,1.0,"guideline, society-issued, recommendation-language, cor-2b, loe-b",0.74,recommendation-language; cor:2b; loe:b-nr; source-locator,outcome:reduce plasma transfusion in patients with antithrombin mediated heparin resistance immediately before cardiopulmonary bypass,,,,,,,,,,,,,,reduce plasma transfusion in patients with antithrombin mediated heparin resistance immediately before cardiopulmonary bypass
GR-C84B2F93068D,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S065,,,guideline_generic,General Coronary Revascularization,"DRUGS USED FOR INTRAOPERATIVE BLOOD MANAGEMENT • Use of synthetic antifibrinolytic agents, such as epsilon-aminocaproic acid (EACA) or tranexamic acid, reduces blood loss and blood transfusion during cardiac procedures and is indicated for blood conservation (Class I, Level A)",,,,,,,,intra-operative,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.12 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:DRUGS USED FOR INTRAOPERATIVE BLOOD MANAGEMENT • Use of synthetic antifibrinolytic agents, such as epsilon-aminocaproic",,,,,,,,,,,is indicated,,,
GR-D341E16F9B57,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S053,,,guideline_generic,General Coronary Revascularization,"Nevertheless, there are multiple nuances that must be considered and specifically addressed in Jehovah’s Witnesses such as the consensual use of cell salvage, ANH, and other modalities",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.8 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Nevertheless, there are multiple nuances that must be considered and specifically addressed in Jehovah’s Witnesses such",,,,,,,,,,,,,,
GR-D99A4BE831E5,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S075,,,guideline_generic,General Coronary Revascularization,RETROGRADE AUTOLOGOUS PRIMING • Retrograde autologous priming of the CPB circuit should be used wherever possible,,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.16 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:RETROGRADE AUTOLOGOUS PRIMING • Retrograde autologous priming of the CPB circuit should be used wherever possible,,,,,,,,,,,,,,
GR-DB16E445A7BF,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S073,,,guideline_generic,General Coronary Revascularization,"In efforts to maintain acceptable hematocrit levels during CPB, it may be useful to combine ANH with retrograde autologous priming (RAP)",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.15 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In efforts to maintain acceptable hematocrit levels during CPB, it may be useful to combine ANH with retrograde autologo",,,,,,,,,,,,,,
GR-DB837BE8B18F,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S050,,,guideline_generic,General Coronary Revascularization,"Optimally, time should be allowed for patients to reflect on what they have learned and to have the opportunity to ask questions, receive clarification, and make an informed decision",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.8 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Optimally, time should be allowed for patients to reflect on what they have learned and to have the opportunity to ask q",,,,,,,,,,,,,,
GR-DE7C6E23402D,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S018,,,guideline_generic,General Coronary Revascularization,A retrospective cohort study found a lower dose of HES was significantly associated with a reduced incidence of acute renal injury and recommended that the cumulative dose of modern HES in cardiac surgery should be kept less than 30 mL/kg,,,,significant,,,,,,,,,,acute,acute,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.19 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:acute,,,,,,,,,,,,acute,,
GR-DF65D01717F5,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S028,2A,A,guideline_generic,General Coronary Revascularization,Laboratory and/or point-of-care measurement of antiplatelet drug effect in patients having received recent dualantiplatelet therapy can be useful to assess bleeding risk or to guide timing of surgery,,,,,,,,,,,guide timing of surgery,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 narrative COR 2A LOE A,critical,1.0,"guideline, society-issued, recommendation-language, cor-2a, loe-a",0.74,recommendation-language; cor:2a; loe:a; source-locator,outcome:guide timing of surgery,,,,,,,,,,,,,,guide timing of surgery
GR-DF84FA2CACD0,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S067,,,guideline_generic,General Coronary Revascularization,TOPICAL HEMOSTATIC AGENTS • Topical application of antifibrinolytic agents to the surgical site after CPB is reasonable to limit chest tube drainage and transfusion requirements after cardiac operations using CPB,,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.13 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:TOPICAL HEMOSTATIC AGENTS • Topical application of antifibrinolytic agents to the surgical site after CPB is reasonable,,,,,,,,,,,is reasonable,,,
GR-E7B794EA0F73,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S025,1,A,guideline_generic,General Coronary Revascularization,"Assessment of anemia and determination of its etiology is appropriate in all patients undergoing cardiac surgery, and it is reasonable to treat with intravenous iron preparations if time permits",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 narrative COR 1 LOE A,critical,1.0,"guideline, society-issued, recommendation-language, cor-1, loe-a",0.74,recommendation-language; cor:1; loe:a; source-locator,"statement:Assessment of anemia and determination of its etiology is appropriate in all patients undergoing cardiac surgery, and it",,,,,,,,,,,is reasonable,,,
GR-EB7FC38AC5C8,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S035,3: HARM,B-NR,guideline_generic,General Coronary Revascularization,Postoperative fluid management It is reasonable to administer human albumin after cardiac surgery to provide intravascular volume replacement and minimize the need for transfusion,,,,,,,,post-operative,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.4 narrative COR 3: HARM LOE B-NR,critical,1.0,"guideline, society-issued, recommendation-language, cor-3, loe-b",0.74,recommendation-language; cor:3: harm; loe:b-nr; source-locator,statement:Postoperative fluid management It is reasonable to administer human albumin after cardiac surgery to provide intravascul,,,,,,,,,,,is reasonable,,,
GR-EDF05CB36FF4,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S043,,,guideline_generic,General Coronary Revascularization,"Nevertheless, treatment of an anemic patient before surgery is an appropriate preoperative intervention and should be considered as part of any patient’s careful workup and preparation for cardiac surgery, if time permits",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.6 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Nevertheless, treatment of an anemic patient before surgery is an appropriate preoperative intervention and should be co",,,,,,,,,,,,,,
GR-F055E4C626E9,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S002,2B,B,guideline_generic,General Coronary Revascularization,Antithrombin III concentrates are indicated to reduce plasma transfusion in patients with antithrombin-mediated heparin resistance immediately before CPB,,,,,,,,,,,reduce plasma transfusion in patients with antithrombin-mediated heparin resistance immediately before CPB,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.2 class-level-row COR 2B LOE B,critical,1.0,"guideline, society-issued, recommendation-language, cor-2b, loe-b",0.74,recommendation-language; cor:2b; loe:b; source-locator,outcome:reduce plasma transfusion in patients with antithrombin-mediated heparin resistance immediately before CPB,,,,,,,,,,,,,,reduce plasma transfusion in patients with antithrombin-mediated heparin resistance immediately before CPB
GR-F0A98DECA1FF,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S010,2A,B,guideline_generic,General Coronary Revascularization,"Use of 1-deamino-8-D-arginine vasopressin (DDAVP) may be reasonable to attenuate excessive bleeding and transfusion in certain patients with demonstrable and specific platelet dysfunction known to respond to this agent (eg, uremic or CPB-induced platelet dysfunction, type I von Willebrand disease)",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 class-level-row COR 2A LOE B,critical,1.0,"guideline, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b; source-locator,statement:Use of 1-deamino-8-D-arginine vasopressin (DDAVP) may be reasonable to attenuate excessive bleeding and transfusion in c,,,,,,,,,,,,,,
GR-F891138B5065,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S019,,,guideline_generic,General Coronary Revascularization,"In our current health care environment of value-based care, the need for practice guidelines must therefore be further emphasized",,,,,,,,,,,,,,,,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.2 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In our current health care environment of value-based care, the need for practice guidelines must therefore be further e",,,,,,,,,,,,,,
GR-F939BCF0F5DB,STS-SCA-AMSECT-SABM-PATIENT-BLOOD-MANAGEMENT-2021:S007,1,B,guideline_generic,General Coronary Revascularization,"It is reasonable to discontinue low-intensity antiplatelet drugs (eg, aspirin) only in purely elective patients without acute coronary syndromes before operation with the expectation that blood transfusion will be reduced",,,acute coronary syndrome,,,,,,,,,,acute coronary syndromes before operation with the expectation that blood transfusion will be reduced,acute,elective; acute,2026-04-27T15:25:28.815670+00:00,,Anestesiologia,Cardioanestesia,p.3 class-level-row COR 1 LOE B,critical,1.0,"guideline, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b; source-locator; temporal-qualifiers; clinical-entities,exclusion:acute coronary syndromes before operation with the expectation that blood transfusion will be reduced; temporal_qualifier:elective; temporal_qualifier:acute,,,acute coronary syndrome,,,,acute coronary syndromes before operation with the expectation that blood transfusion will be reduced,,,clinical_state:acute coronary syndrome [eq] | exclusion:acute coronary syndromes before operation with the expectation that blood transfusion will be reduced [absent],is reasonable,elective; acute,acute coronary syndromes before operation with the expectation that blood transfusion will be reduced,
